IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
104.24.165.88,0,4,1,30
104.18.128.237,0,5,1,30
162.159.235.210,0,4,1,30
104.27.59.69,0,3,1,30
104.18.126.10,0,3,1,30
104.18.40.23,0,4,1,30
104.18.24.149,0,4,1,30
104.25.64.124,0,2,1,30
104.18.159.79,0,5,1,30
104.21.123.57,0,5,1,30
104.17.36.60,1,2,1,30
104.17.100.82,0,6,1,30
104.16.21.129,0,4,1,30
104.18.140.118,0,5,1,30
104.20.43.212,0,5,1,30
104.21.7.204,0,4,1,30
104.21.90.229,0,3,1,30
104.17.64.158,0,6,1,30
104.25.46.76,0,3,1,30
104.20.54.230,0,5,1,30
104.18.1.99,0,5,1,30
104.24.245.8,0,2,1,30
104.17.202.85,0,5,1,30
104.18.186.26,0,5,1,30
104.24.128.245,1,2,1,30
104.17.37.201,0,6,1,30
104.27.72.58,1,3,1,30
104.17.238.171,0,3,1,30
104.18.127.0,0,4,1,30
104.24.3.43,0,5,1,30
104.18.151.55,0,4,1,30
104.25.178.33,1,2,1,30
104.27.108.6,0,6,2,30
104.19.43.147,0,5,2,30
104.21.87.51,0,3,2,30
104.25.36.203,0,5,2,30
104.25.226.243,0,7,2,30
104.25.253.115,0,7,2,30
104.18.98.233,0,5,2,30
104.17.228.219,0,5,2,30
104.21.97.247,0,6,2,30
104.17.68.32,0,3,2,30
104.24.87.64,0,5,2,30
104.18.176.160,0,8,2,30
104.20.6.173,0,4,2,30
104.25.203.252,0,7,2,30
104.19.18.220,0,7,2,30
104.16.246.206,0,6,2,30
104.19.78.94,0,5,2,30
104.17.232.35,0,4,2,30
104.17.242.237,0,5,2,30
104.18.18.200,0,5,2,30
104.17.56.130,1,3,2,30
104.21.78.233,0,5,2,30
104.25.85.25,0,8,2,30
104.21.52.221,1,4,2,30
104.18.51.142,0,5,2,30
104.16.197.235,0,7,2,30
104.27.74.88,0,3,2,30
104.18.121.142,0,5,2,30
104.16.156.84,0,8,2,30
104.21.72.38,0,4,2,30
104.21.93.62,0,7,2,30
104.21.29.206,1,4,2,30
104.20.28.86,0,6,2,30
104.16.15.31,0,7,2,30
104.24.239.163,0,4,2,30
104.16.213.28,0,7,2,30
104.27.121.109,0,6,2,30
104.25.9.181,0,7,2,30
104.19.96.83,0,7,2,30
104.24.30.145,0,6,2,30
104.25.234.207,0,6,2,30
104.17.115.13,0,4,2,30
162.159.140.236,0,6,2,30
104.27.3.29,0,9,2,30
104.29.127.213,1,4,2,30
104.16.6.104,0,6,2,30
104.27.44.109,0,4,2,30
104.16.205.191,0,8,2,30
104.16.142.181,0,6,2,30
104.18.103.72,0,5,2,30
104.18.90.220,0,6,2,30
104.25.239.222,1,6,2,30
104.19.172.0,0,5,2,30
104.18.237.102,0,11,2,30
104.25.230.156,0,11,2,30
104.27.52.250,0,8,2,30
104.18.139.29,0,10,2,30
104.27.120.119,0,7,2,30
104.17.172.40,1,10,2,30
104.21.202.123,1,9,2,30
104.25.58.62,0,7,3,30
104.19.88.43,0,10,3,30
104.16.117.57,0,6,3,30
104.24.232.27,0,5,3,30
104.16.52.110,0,8,3,30
104.16.108.211,1,7,3,30
104.24.6.198,0,11,3,30
104.16.89.144,0,6,3,30
162.159.137.29,0,12,3,30
104.24.46.74,0,7,3,30
104.18.248.37,0,7,3,30
104.19.7.145,0,7,3,30
162.159.141.246,0,15,3,30
104.16.76.252,0,7,3,30
104.18.240.123,0,11,3,30
162.159.247.121,0,13,3,30
104.19.202.146,0,6,3,30
104.21.18.1,0,8,3,30
104.24.147.109,0,9,3,30
162.159.7.99,0,10,3,30
104.27.10.33,0,9,3,30
104.25.27.187,0,19,3,30
104.18.144.60,0,10,3,30
104.27.0.8,0,9,3,30
162.159.12.240,0,12,3,30
104.19.95.66,1,8,3,30
104.25.149.139,0,9,3,30
104.16.147.47,0,11,3,30
104.24.45.0,0,15,3,30
104.16.166.192,0,10,4,30
104.25.159.22,1,9,4,30
104.16.220.152,0,7,4,30
104.16.209.157,1,9,4,30
104.24.174.161,0,18,4,30
104.16.96.145,0,14,4,30
104.24.92.43,0,9,4,30
104.18.215.95,1,13,4,30
104.27.56.219,0,17,4,30
104.17.117.44,0,8,4,30
104.21.238.218,0,16,4,30
104.21.223.116,0,13,4,30
104.17.6.167,0,20,4,30
104.16.62.227,0,16,4,30
104.24.152.111,0,12,4,30
104.19.30.197,0,21,4,30
104.24.144.248,0,19,4,30
104.25.90.112,0,12,4,30
104.27.27.241,0,12,4,30
104.16.198.183,0,7,5,30
104.25.130.56,0,21,5,30
104.17.213.131,0,20,5,30
104.16.173.185,0,10,5,30
104.19.164.55,0,22,5,30
104.17.180.69,0,19,5,30
104.27.196.14,1,9,5,30
104.18.16.56,0,15,5,30
104.16.190.142,0,28,5,30
104.19.188.119,0,17,5,30
104.19.53.51,0,12,5,30
104.25.99.83,0,19,5,30
104.16.60.24,1,27,5,30
104.21.110.13,1,21,5,30
104.20.5.115,2,11,5,30
104.27.33.202,0,34,5,30
104.21.111.25,0,15,5,30
104.19.187.21,0,24,5,30
104.16.137.18,1,14,5,30
104.26.0.202,0,19,5,30
104.18.21.151,0,15,5,30
104.18.64.240,1,13,6,30
104.27.67.193,2,13,6,30
104.21.19.33,1,19,6,30
104.21.12.159,0,27,6,30
104.18.149.153,0,21,6,30
104.25.53.208,0,22,6,30
104.17.58.89,0,20,6,30
104.16.202.90,0,21,6,30
104.17.27.17,0,18,6,30
104.19.83.183,2,29,6,30
104.25.125.126,0,23,7,30
104.25.231.227,0,20,7,30
104.21.14.74,0,28,7,30
104.21.4.32,0,31,7,30
104.16.195.124,1,18,8,30
104.17.163.9,0,50,8,30
104.17.144.6,0,44,8,30
104.18.184.70,0,38,9,30
104.18.10.193,1,39,9,30
104.25.150.52,0,22,9,30
104.18.179.118,0,31,9,30
104.27.115.152,0,34,13,30
104.17.181.39,0,1,0,40
104.17.102.229,0,1,0,40
104.24.54.239,0,0,0,40
104.21.234.51,0,1,0,40
104.27.76.98,0,1,0,40
104.16.36.233,0,1,0,40
104.24.188.71,0,1,0,40
104.17.108.81,0,1,0,40
104.24.204.96,0,1,0,40
104.25.75.49,0,1,0,40
104.16.193.190,0,1,0,40
104.20.49.125,0,1,0,40
104.19.219.177,0,1,0,40
104.18.77.255,0,1,0,40
104.25.134.168,0,1,0,40
104.25.29.4,0,1,0,40
162.159.251.241,0,1,0,40
104.27.98.195,0,1,0,40
104.16.80.14,0,1,0,40
104.18.43.194,0,1,0,40
162.159.20.1,0,1,0,40
104.18.116.59,0,1,1,40
104.18.94.214,0,1,1,40
104.17.162.15,0,1,1,40
104.19.50.79,0,1,1,40
141.101.123.232,0,1,1,40
104.21.235.46,0,1,1,40
104.24.214.20,0,1,1,40
104.19.198.135,0,1,1,40
104.20.3.192,0,1,1,40
104.27.36.56,0,1,1,40
104.24.186.141,0,1,1,40
104.18.87.160,0,1,1,40
104.27.119.25,0,1,1,40
104.19.38.95,0,1,1,40
104.17.12.13,0,1,1,40
104.24.25.221,0,2,1,40
104.19.136.166,0,1,1,40
104.18.202.178,0,1,1,40
104.24.134.151,0,2,1,40
104.19.184.61,0,2,1,40
104.24.248.115,0,1,1,40
104.16.219.194,0,2,1,40
104.19.45.110,0,2,1,40
104.25.219.213,0,1,1,40
104.25.252.83,0,1,1,40
8.35.211.204,0,1,1,40
104.17.206.103,0,2,1,40
104.16.20.75,0,2,1,40
104.19.139.139,0,1,1,40
104.17.176.32,0,1,1,40
104.24.247.143,0,2,1,40
104.16.57.41,0,1,1,40
104.18.36.82,0,1,1,40
104.17.152.51,0,2,1,40
104.19.65.122,0,2,1,40
104.27.75.215,0,2,1,40
104.25.255.2,0,3,1,40
104.21.38.146,0,1,1,40
104.18.134.53,0,3,1,40
162.159.129.6,0,2,1,40
104.21.53.181,0,2,1,40
104.16.230.69,0,1,1,40
104.19.22.26,0,1,1,40
104.24.244.18,0,2,1,40
104.16.45.179,0,2,1,40
104.16.181.110,0,2,1,40
104.25.21.169,0,2,1,40
104.27.78.204,0,1,1,40
104.24.252.71,0,2,1,40
104.21.17.94,0,2,1,40
104.19.60.229,0,2,1,40
104.24.130.202,0,2,1,40
104.16.123.236,0,2,1,40
104.19.210.159,0,3,1,40
104.19.190.152,0,1,1,40
104.19.35.59,0,2,1,40
104.19.168.181,0,3,1,40
104.17.146.108,0,2,1,40
104.25.52.171,0,2,1,40
104.18.246.98,0,2,1,40
104.27.8.205,0,3,1,40
104.16.130.109,0,3,1,40
104.21.33.65,0,3,1,40
104.24.199.157,0,2,1,40
104.18.82.170,0,2,1,40
104.21.23.244,0,3,1,40
104.25.91.161,0,2,1,40
104.18.203.56,0,2,1,40
104.21.118.189,0,2,1,40
104.27.62.6,0,2,1,40
104.19.13.255,1,3,1,40
104.18.142.25,0,4,1,40
162.159.14.181,0,2,1,40
104.21.103.126,0,2,1,40
104.24.59.182,0,3,1,40
104.25.221.158,0,5,1,40
162.159.194.92,0,2,1,40
104.27.96.15,0,3,1,40
104.24.41.184,0,4,1,40
104.27.43.61,0,3,1,40
104.16.105.199,0,5,1,40
104.18.47.43,0,5,1,40
104.19.235.213,0,2,1,40
104.21.43.197,1,2,1,40
104.24.69.127,0,2,1,40
104.17.98.74,0,2,1,40
104.18.220.201,0,2,1,40
162.159.5.154,0,4,1,40
104.18.178.53,0,2,1,40
104.25.70.200,0,4,1,40
104.17.101.136,0,4,1,40
104.17.159.171,0,3,1,40
104.21.35.250,0,3,1,40
162.159.39.253,0,4,1,40
162.159.136.39,0,4,1,40
104.19.159.183,0,3,1,40
104.17.196.205,1,2,1,40
104.25.164.218,0,4,1,40
104.27.2.211,0,4,1,40
104.17.72.162,0,4,1,40
104.16.208.95,0,2,1,40
104.26.5.34,0,2,1,40
104.24.228.233,0,4,1,40
104.19.250.223,0,2,1,40
104.17.169.9,0,4,1,40
104.25.168.117,0,3,1,40
104.19.111.7,0,5,1,40
104.21.94.211,0,5,1,40
104.16.107.218,0,3,1,40
104.21.231.158,0,6,1,40
104.19.1.10,0,4,1,40
104.25.69.125,0,3,1,40
104.27.1.194,0,3,1,40
104.18.196.175,0,4,1,40
104.16.44.73,0,5,1,40
104.24.229.184,1,2,1,40
104.16.146.118,0,3,1,40
104.18.115.149,0,2,1,40
104.24.78.87,0,5,1,40
104.18.41.184,0,3,1,40
162.159.21.244,0,6,1,40
104.20.51.172,0,4,1,40
104.16.215.202,0,4,2,40
104.27.49.126,0,3,2,40
104.16.114.13,0,4,2,40
104.18.137.250,0,6,2,40
104.19.214.196,0,4,2,40
104.16.47.52,0,5,2,40
104.19.176.185,0,8,2,40
104.25.96.160,0,6,2,40
104.25.30.119,0,4,2,40
104.17.34.21,0,3,2,40
104.27.112.216,0,4,2,40
162.159.252.118,0,6,2,40
104.19.239.203,0,5,2,40
104.19.131.99,0,4,2,40
104.25.144.79,0,7,2,40
104.21.124.200,1,5,2,40
104.25.140.27,0,6,2,40
104.16.239.146,0,6,2,40
104.21.10.10,0,6,2,40
104.24.56.69,1,4,2,40
162.159.38.25,0,4,2,40
104.16.11.77,0,7,2,40
104.27.58.124,0,6,2,40
104.21.70.111,1,5,2,40
104.24.233.153,0,10,2,40
104.21.220.113,0,8,2,40
104.27.68.128,1,5,2,40
104.19.252.124,0,11,2,40
104.24.9.9,0,4,2,40
104.19.129.170,0,4,2,40
104.21.208.95,0,11,2,40
23.227.60.33,0,13,2,40
104.18.39.229,1,7,2,40
104.19.34.175,0,7,2,40
104.24.201.79,1,6,2,40
108.162.198.172,0,9,2,40
104.27.51.113,0,6,2,40
104.18.182.174,0,5,3,40
104.24.15.37,0,9,3,40
162.251.82.33,0,12,3,40
104.16.95.29,0,7,3,40
104.25.246.113,2,4,3,40
104.25.171.144,0,7,3,40
162.159.6.245,0,7,3,40
104.25.50.95,0,7,3,40
104.21.218.143,0,9,3,40
104.24.215.55,0,11,3,40
104.16.242.220,1,6,3,40
104.25.220.236,0,11,3,40
104.24.88.12,0,15,3,40
104.27.26.151,0,6,3,40
104.19.201.105,0,8,3,40
104.21.194.127,0,13,3,40
104.25.209.230,0,8,3,40
104.25.88.23,0,14,3,40
104.18.177.243,0,15,4,40
104.27.114.82,0,18,4,40
104.21.59.160,1,10,4,40
104.21.86.37,2,7,4,40
104.16.248.57,0,18,4,40
104.17.52.230,1,8,4,40
104.25.108.168,0,23,4,40
104.17.9.38,0,22,4,40
104.16.54.44,0,16,4,40
104.19.64.31,2,8,4,40
104.26.11.58,0,21,4,40
104.25.45.128,1,10,4,40
104.18.168.165,0,13,5,40
104.19.82.96,1,17,6,40
104.19.240.117,0,22,6,40
104.21.201.69,0,21,7,40
104.24.171.247,0,33,7,40
104.18.111.148,0,20,7,40
104.25.14.29,0,34,10,40
104.27.207.109,0,20,12,40
104.25.237.130,0,27,12,40
104.17.93.83,0,0,0,50
104.19.182.12,0,0,0,50
104.17.85.192,0,1,0,50
162.159.41.42,0,1,0,50
162.159.196.2,0,1,0,50
104.16.25.129,0,1,0,50
104.19.243.117,0,1,0,50
104.21.230.226,0,1,1,50
162.159.206.62,0,1,1,50
104.19.217.238,0,1,1,50
104.16.229.155,0,1,1,50
104.26.12.240,0,1,1,50
104.16.71.108,0,1,1,50
104.25.12.17,0,1,1,50
104.24.212.169,0,1,1,50
104.25.101.108,0,1,1,50
104.16.119.249,0,1,1,50
104.16.18.23,0,1,1,50
104.19.196.255,0,1,1,50
162.159.13.110,0,1,1,50
104.25.7.144,0,1,1,50
104.17.70.204,0,1,1,50
104.24.213.145,0,1,1,50
104.18.219.18,0,1,1,50
104.17.166.212,0,1,1,50
104.24.220.28,0,1,1,50
104.25.199.95,0,2,1,50
104.17.73.126,0,1,1,50
104.24.95.61,0,2,1,50
104.24.185.41,0,1,1,50
104.25.4.125,0,2,1,50
104.21.209.249,0,2,1,50
104.24.43.218,0,1,1,50
104.18.173.188,0,2,1,50
104.20.57.73,0,2,1,50
104.24.72.36,0,1,1,50
104.18.169.243,0,2,1,50
104.16.58.153,0,2,1,50
104.16.175.44,0,2,1,50
162.159.49.2,0,2,1,50
162.159.152.60,0,2,1,50
104.25.48.185,0,2,1,50
104.27.73.200,0,1,1,50
104.21.226.67,0,1,1,50
104.19.216.182,0,2,1,50
104.18.238.151,0,2,1,50
104.24.170.191,0,1,1,50
104.19.91.248,0,3,1,50
104.17.255.5,0,1,1,50
162.159.9.91,0,2,1,50
104.16.224.198,0,1,1,50
104.18.57.88,0,1,1,50
104.18.154.209,0,2,1,50
104.24.178.191,0,2,1,50
104.16.245.222,0,2,1,50
104.21.116.67,0,2,1,50
104.21.106.196,0,2,1,50
23.227.39.208,0,1,1,50
104.21.85.239,0,1,1,50
104.16.182.79,0,1,1,50
104.25.233.109,0,2,1,50
104.16.0.12,0,1,1,50
104.21.95.255,0,1,1,50
104.17.236.78,0,2,1,50
104.17.167.182,0,3,1,50
104.24.166.57,0,3,1,50
104.17.139.57,0,2,1,50
104.17.120.100,0,2,1,50
104.16.129.132,0,3,1,50
104.25.242.236,0,2,1,50
104.19.204.17,0,4,1,50
104.20.26.175,0,3,1,50
104.21.108.26,0,3,1,50
104.16.103.240,0,2,1,50
104.19.156.155,0,3,1,50
104.18.183.170,0,3,1,50
104.27.19.168,0,3,1,50
104.27.107.112,0,3,1,50
104.25.179.15,0,3,1,50
104.17.75.45,0,2,1,50
104.20.19.13,0,2,1,50
104.20.33.40,0,3,1,50
104.27.85.152,0,2,1,50
104.18.42.17,0,5,1,50
104.19.253.191,0,3,1,50
104.21.71.165,0,3,1,50
104.16.185.243,0,2,1,50
104.17.173.255,0,2,1,50
104.16.99.89,0,4,1,50
104.17.233.106,0,5,1,50
8.39.204.129,0,5,1,50
104.18.235.80,0,3,1,50
104.18.194.44,0,5,1,50
104.24.242.208,0,3,1,50
162.159.153.34,0,3,2,50
104.26.10.169,0,3,2,50
104.17.88.109,0,6,2,50
104.19.157.170,0,3,2,50
104.24.246.15,0,3,2,50
104.25.95.33,1,2,2,50
104.17.189.210,1,4,2,50
104.25.204.178,0,6,2,50
104.20.44.12,0,3,2,50
104.18.53.66,1,4,2,50
104.25.105.108,0,9,2,50
104.25.33.184,0,6,2,50
104.24.91.95,0,10,2,50
104.16.13.70,0,8,3,50
104.19.57.125,0,8,3,50
104.25.213.145,0,7,3,50
104.25.207.206,0,9,3,50
104.25.217.13,1,14,4,50
104.21.113.104,0,22,6,50
104.17.62.51,1,22,6,50
162.159.44.201,0,17,7,50
104.17.33.177,1,15,7,50
104.16.241.54,0,25,10,50
104.27.17.137,0,50,15,50
104.21.76.205,0,47,25,50
104.25.47.246,0,0,0,60
104.27.42.70,0,1,0,60
104.17.66.84,0,0,0,60
104.25.185.90,0,0,0,60
104.27.88.221,0,1,0,60
104.25.59.206,0,1,0,60
104.17.16.48,0,0,0,60
104.26.8.6,0,0,0,60
104.18.239.232,0,1,0,60
104.16.251.44,0,0,0,60
104.16.155.111,0,1,0,60
104.27.24.44,0,0,0,60
104.18.242.137,0,1,0,60
104.18.113.59,0,1,0,60
104.18.17.50,0,1,0,60
104.17.26.45,0,1,1,60
104.25.24.9,0,1,1,60
104.18.46.25,0,1,1,60
104.19.56.214,0,1,1,60
104.17.234.93,0,1,1,60
104.16.162.109,0,1,1,60
104.19.9.247,0,1,1,60
104.24.234.134,0,1,1,60
104.16.179.121,0,1,1,60
104.20.36.118,0,2,1,60
104.18.189.94,0,2,1,60
104.25.236.223,0,2,1,60
104.25.184.40,0,2,1,60
104.17.171.89,0,1,1,60
104.21.239.204,0,1,1,60
104.16.252.114,0,1,1,60
104.17.5.191,0,2,1,60
104.17.155.196,0,2,1,60
162.159.133.55,0,2,1,60
104.25.104.92,0,2,1,60
104.17.44.208,0,1,1,60
104.17.125.228,0,2,1,60
104.18.125.225,0,2,1,60
104.24.89.127,0,2,1,60
104.24.68.25,0,3,1,60
104.19.49.110,0,3,1,60
104.18.156.117,0,2,1,60
104.19.4.234,0,2,1,60
104.21.16.251,0,3,1,60
104.25.92.115,1,3,1,60
104.18.95.28,0,2,1,60
104.24.218.160,0,4,1,60
104.18.97.120,0,2,1,60
104.16.104.37,0,3,1,60
104.25.63.107,0,2,1,60
104.16.199.200,0,4,2,60
104.21.24.195,0,6,2,60
104.17.188.160,0,6,2,60
104.16.183.144,0,5,2,60
104.19.175.120,1,4,2,60
104.27.21.224,0,7,2,60
104.25.94.148,0,6,2,60
104.25.100.26,0,7,3,60
104.20.10.66,2,4,3,60
104.25.169.124,0,13,3,60
104.19.109.52,1,9,5,60
104.24.80.20,0,19,5,60
104.19.76.113,1,11,5,60
104.18.110.114,0,19,5,60
104.25.202.254,0,0,0,70
104.24.179.8,0,0,0,70
104.18.253.105,0,0,0,70
104.17.79.203,0,0,0,70
104.16.56.115,0,0,0,70
104.21.100.163,0,0,0,70
104.16.131.157,0,1,0,70
104.16.176.28,0,1,1,70
104.18.133.167,0,1,1,70
104.19.137.179,0,1,1,70
104.21.115.39,0,1,1,70
162.159.142.184,0,1,1,70
104.25.129.187,0,1,1,70
104.17.160.112,0,1,1,70
104.25.10.188,0,1,1,70
104.16.46.142,0,1,1,70
104.25.229.180,0,2,1,70
104.18.171.36,0,1,1,70
104.24.223.95,0,1,1,70
104.19.248.133,0,2,1,70
104.25.166.123,0,3,1,70
104.17.177.210,0,2,1,70
104.19.155.17,0,2,1,70
104.20.4.21,0,2,1,70
104.25.138.150,0,5,2,70
104.27.86.236,0,16,6,70
104.25.241.42,0,0,0,80
104.16.165.0,0,0,0,80
104.18.10.79,0,0,0,80
104.24.86.8,0,2,1,80
104.21.192.127,0,2,1,80
104.21.8.206,1,1,1,80
162.159.255.134,1,4,2,80
