IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
104.19.197.34,1,1,1,0
104.21.11.229,0,5,1,0
104.24.66.255,0,3,1,0
104.17.153.13,0,4,1,0
104.24.52.168,0,6,1,0
104.27.54.92,0,5,2,0
104.18.221.218,1,7,2,0
104.24.177.8,1,4,2,0
104.27.92.118,1,5,2,0
104.20.50.93,0,10,2,0
104.21.219.220,0,8,2,0
104.16.94.53,0,7,2,0
104.24.61.1,0,7,2,0
104.27.202.28,0,10,2,0
104.24.210.206,1,4,2,0
104.25.137.130,0,8,2,0
104.19.244.13,1,7,2,0
104.20.56.254,1,12,2,0
104.25.40.53,1,6,3,0
104.27.14.1,0,6,3,0
104.27.198.170,0,7,3,0
104.19.28.11,0,9,3,0
104.17.164.54,1,10,3,0
104.20.27.219,1,7,3,0
104.21.109.231,1,9,3,0
104.27.37.172,0,16,3,0
104.21.45.141,1,11,3,0
104.24.148.5,0,15,3,0
104.17.49.243,0,9,3,0
104.16.132.162,1,9,3,0
104.17.192.219,0,10,3,0
104.26.13.127,1,12,3,0
104.16.163.121,1,15,3,0
104.18.236.66,0,8,3,0
104.16.53.135,1,8,3,0
162.159.48.94,0,9,3,0
104.17.251.87,0,12,3,0
104.27.70.63,1,10,3,0
104.17.126.7,1,13,4,0
104.16.27.119,0,18,4,0
104.16.180.119,1,13,4,0
104.27.63.40,0,19,4,0
104.16.226.105,1,7,4,0
104.27.34.216,1,19,4,0
104.17.132.108,1,11,4,0
104.25.160.67,0,13,4,0
104.17.231.218,0,16,4,0
104.27.5.81,1,14,4,0
104.17.161.63,0,15,4,0
104.25.37.160,1,15,4,0
104.24.132.178,0,11,4,0
104.18.147.155,0,15,4,0
104.16.192.56,0,12,4,0
104.16.247.197,0,10,4,0
104.19.0.110,0,15,4,0
104.27.126.87,0,12,4,0
104.18.200.26,0,13,4,0
104.18.247.72,0,22,4,0
104.21.92.50,1,10,4,0
104.19.112.135,1,14,4,0
104.19.233.2,0,15,4,0
104.21.196.30,2,7,4,0
104.17.156.141,1,20,4,0
104.25.42.0,1,14,4,0
104.19.199.101,1,8,4,0
104.16.160.150,0,10,4,0
104.18.150.247,1,8,4,0
104.19.37.59,1,9,4,0
104.17.217.234,0,19,4,0
104.19.192.185,0,12,4,0
104.25.73.129,0,16,4,0
104.18.58.117,1,17,4,0
104.21.22.29,1,12,4,0
104.18.166.109,0,12,4,0
104.19.86.168,0,14,4,0
104.19.153.130,0,15,4,0
104.17.38.131,0,14,4,0
104.18.104.178,1,12,4,0
104.16.158.26,1,10,4,0
104.16.191.183,1,12,4,0
104.18.230.166,1,14,4,0
104.18.74.134,0,27,4,0
104.21.77.72,1,24,4,0
104.19.115.230,1,8,4,0
104.18.4.73,0,21,4,0
104.21.66.137,0,18,5,0
104.25.181.44,1,13,5,0
104.18.44.21,1,16,5,0
104.24.67.58,0,30,5,0
104.18.68.24,1,17,5,0
104.19.255.7,1,11,5,0
104.19.191.255,1,22,5,0
104.21.39.64,0,20,5,0
198.41.209.175,0,13,5,0
104.19.205.215,0,14,5,0
104.27.200.244,1,18,5,0
104.17.71.84,2,9,5,0
104.24.180.159,1,14,5,0
162.159.130.20,0,13,5,0
104.19.118.9,0,11,5,0
104.24.18.44,1,13,5,0
104.18.100.242,0,20,5,0
104.25.170.167,0,15,5,0
104.16.186.239,0,18,5,0
104.24.21.136,1,18,5,0
104.24.23.180,1,11,5,0
104.25.135.241,0,22,5,0
104.25.16.211,1,12,5,0
104.17.222.17,1,21,5,0
104.20.63.142,1,19,5,0
104.21.48.53,1,14,5,0
104.18.71.215,0,14,5,0
104.25.139.130,0,22,5,0
104.19.246.39,1,29,5,0
104.16.206.143,0,18,5,0
104.19.169.47,0,25,5,0
104.16.136.134,0,15,5,0
104.18.80.103,1,17,5,0
104.16.37.146,1,13,5,0
104.24.161.41,0,23,5,0
104.17.11.45,1,13,5,0
104.24.205.75,0,32,5,0
104.27.99.140,1,22,5,0
104.19.138.19,1,14,5,0
104.16.12.107,1,18,5,0
104.19.158.226,0,14,5,0
104.19.48.194,0,33,5,0
104.16.223.131,1,27,5,0
104.25.145.135,1,11,5,0
104.18.191.61,1,12,5,0
104.17.229.252,0,23,5,0
104.21.198.243,1,12,5,0
104.16.30.143,1,17,5,0
104.18.60.67,1,33,5,0
104.16.2.76,1,15,5,0
104.25.41.68,1,34,5,0
162.159.35.55,1,19,5,0
162.159.233.18,1,25,5,0
104.19.74.39,1,12,5,0
104.17.157.44,2,24,5,0
104.16.178.246,1,14,5,0
104.24.193.200,1,20,5,0
104.25.20.105,0,25,5,0
104.25.182.92,2,16,5,0
104.20.15.167,1,17,5,0
104.27.204.104,0,15,5,0
104.19.51.143,1,16,5,0
162.159.33.218,0,15,6,0
104.17.22.17,1,15,6,0
104.19.128.69,1,15,6,0
104.21.67.156,1,14,6,0
104.24.192.120,1,23,6,0
104.25.117.178,1,14,6,0
104.16.16.255,1,21,6,0
104.27.11.253,1,20,6,0
104.25.116.161,1,27,6,0
104.19.177.64,0,19,6,0
104.19.20.100,1,24,6,0
104.16.125.98,0,40,6,0
104.24.221.224,1,14,6,0
104.16.151.102,1,23,6,0
104.16.200.186,1,25,6,0
104.19.207.128,1,17,6,0
104.16.73.37,1,15,6,0
104.25.11.228,0,33,6,0
104.27.13.245,2,12,6,0
104.24.42.74,1,15,6,0
104.16.67.37,1,12,6,0
162.159.212.162,1,15,6,0
104.18.251.178,1,15,6,0
104.16.31.64,0,29,6,0
104.17.91.109,1,13,6,0
104.25.177.236,1,15,6,0
104.21.25.108,2,12,6,0
104.20.37.31,0,18,6,0
104.25.61.173,1,25,6,0
104.17.215.171,1,24,6,0
104.21.58.26,2,10,6,0
108.162.195.85,1,35,6,0
104.21.99.78,0,32,6,0
104.16.5.145,1,33,6,0
104.25.251.226,0,24,6,0
104.17.121.80,1,17,6,0
104.16.3.127,2,16,6,0
104.17.10.252,0,19,6,0
104.27.197.235,1,15,6,0
104.25.174.119,0,18,6,0
104.18.35.44,1,20,6,0
104.19.143.190,1,17,6,0
104.27.206.76,0,13,6,0
104.18.135.136,1,38,6,0
104.16.139.106,1,32,6,0
104.25.2.188,1,20,6,0
104.24.194.223,1,20,6,0
104.17.226.193,1,16,6,0
104.19.160.130,0,21,6,0
104.18.234.85,1,31,6,0
104.16.83.245,1,22,6,0
104.16.51.107,0,14,6,0
104.19.108.167,2,18,6,0
104.25.82.18,1,21,6,0
104.16.81.245,1,33,7,0
104.19.15.220,2,19,7,0
104.19.14.112,1,22,7,0
104.17.119.180,1,19,7,0
104.20.45.114,1,21,7,0
104.17.187.183,1,18,7,0
104.24.49.124,1,18,7,0
104.19.72.227,0,22,7,0
104.21.193.221,1,13,7,0
104.21.117.92,2,16,7,0
104.20.21.43,1,28,7,0
104.27.123.147,1,20,7,0
104.18.37.150,1,12,7,0
104.16.14.84,1,24,7,0
104.19.154.195,1,33,7,0
104.20.58.226,1,20,7,0
104.18.34.111,1,23,7,0
104.18.48.17,0,18,7,0
104.25.38.86,2,36,7,0
104.16.159.120,2,13,7,0
104.24.48.217,1,17,7,0
104.21.1.67,1,17,7,0
104.21.211.130,0,21,7,0
104.25.74.134,1,16,7,0
104.24.70.218,1,21,7,0
104.21.119.88,1,17,7,0
104.21.63.29,1,15,7,0
104.25.126.137,1,23,7,0
104.27.29.78,1,27,7,0
104.19.237.72,2,24,7,0
104.18.65.18,1,24,7,0
104.16.143.121,1,16,7,0
104.19.19.48,1,21,7,0
104.21.74.153,1,20,7,0
104.24.222.86,2,18,7,0
104.27.109.152,2,18,7,0
104.26.14.168,1,29,7,0
104.26.4.46,1,25,7,0
104.17.105.67,3,26,7,0
104.17.221.29,1,15,7,0
104.18.0.178,1,30,7,0
104.18.148.252,1,22,7,0
104.27.79.61,1,25,7,0
104.24.82.88,2,15,7,0
104.25.3.24,1,20,7,0
104.20.30.4,1,14,7,0
104.24.62.36,1,24,7,0
104.16.207.9,2,32,8,0
104.27.124.180,1,18,8,0
104.16.169.205,1,20,8,0
104.17.127.148,1,28,8,0
104.21.83.250,0,20,8,0
104.19.213.116,0,23,8,0
104.24.191.255,1,25,8,0
198.41.211.171,1,25,8,0
104.19.211.192,0,23,8,0
104.25.238.72,2,21,8,0
104.19.66.190,1,27,8,0
104.24.187.131,1,24,8,0
104.16.212.31,1,40,8,0
104.17.208.245,0,22,8,0
104.17.248.71,1,17,8,0
104.17.249.30,1,19,8,0
104.16.72.81,1,25,8,0
104.18.161.155,1,34,8,0
104.18.205.166,1,20,8,0
104.27.94.24,1,40,8,0
104.21.233.7,2,24,8,0
104.20.14.5,1,16,8,0
104.20.53.247,1,30,8,0
104.18.190.28,1,24,8,0
104.27.125.13,1,25,8,0
104.19.186.97,1,22,8,0
162.159.40.202,1,16,8,0
104.25.128.25,1,20,8,0
104.24.63.61,1,21,8,0
104.16.124.188,0,25,8,0
162.159.8.231,1,28,8,0
104.25.25.44,1,16,8,0
104.18.84.109,1,33,8,0
104.16.214.225,1,20,8,0
104.24.135.31,2,28,8,0
104.19.12.16,1,31,8,0
104.16.174.12,1,29,9,0
104.21.47.70,0,38,9,0
104.25.60.80,1,24,9,0
104.19.94.251,1,34,9,0
104.18.85.105,1,21,9,0
104.19.161.145,1,24,9,0
104.17.89.174,2,26,9,0
104.16.134.169,1,17,9,0
104.19.208.113,1,29,9,0
104.24.37.130,1,25,9,0
104.25.248.228,1,50,9,0
104.19.122.30,1,33,9,0
104.16.203.222,1,29,9,0
162.159.11.53,0,28,9,0
104.16.225.244,1,28,9,0
104.17.45.104,0,37,9,0
66.235.200.119,1,38,9,0
104.16.61.60,2,41,9,0
104.26.7.3,1,30,9,0
104.20.62.192,1,30,9,0
104.16.168.3,1,27,9,0
104.27.66.102,1,24,9,0
104.18.231.119,1,29,9,0
104.17.69.155,1,40,9,0
104.24.13.244,1,26,9,0
104.16.59.60,0,23,9,0
104.21.213.179,1,17,9,0
104.24.243.113,1,24,9,0
104.18.8.127,2,17,10,0
104.19.200.237,1,31,10,0
104.18.252.117,1,27,10,0
104.25.78.67,1,39,10,0
104.24.196.207,1,21,10,0
104.24.90.227,1,25,10,0
104.21.203.130,1,58,10,0
104.16.82.131,1,28,10,0
104.17.137.149,1,29,10,0
104.24.217.222,1,33,10,0
104.18.119.213,2,20,10,0
104.21.73.83,2,26,10,0
162.159.42.123,2,31,10,0
104.17.214.241,2,31,10,0
104.24.50.101,0,22,10,0
104.24.83.230,2,29,10,0
104.25.103.200,1,24,10,0
104.16.150.27,1,32,10,0
104.18.245.246,1,41,10,0
104.17.130.45,1,43,10,0
104.18.180.60,1,33,10,0
104.16.145.41,1,30,11,0
104.16.231.118,1,36,11,0
104.19.106.236,1,28,11,0
104.21.79.60,1,38,11,0
104.18.223.206,2,50,11,0
162.159.32.177,4,21,11,0
104.19.249.229,2,22,11,0
104.25.196.46,1,43,11,0
104.19.84.202,2,28,11,0
108.162.196.150,1,46,11,0
104.18.146.29,2,26,11,0
162.159.134.132,1,26,11,0
104.19.59.169,1,37,11,0
104.17.142.126,1,35,11,0
104.19.70.185,1,55,11,0
104.25.190.251,1,46,11,0
104.16.228.53,1,29,11,0
104.18.129.91,4,23,11,0
104.18.172.6,1,33,11,0
104.18.181.166,0,28,12,0
104.27.41.216,2,33,12,0
104.17.124.254,2,30,12,0
162.159.207.162,1,29,12,0
104.16.194.136,1,36,12,0
104.18.162.205,2,41,12,0
104.18.29.32,1,60,12,0
104.24.71.118,1,34,12,0
104.25.227.28,3,31,12,0
