IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
104.24.61.24,191,237,207,0
104.24.74.52,185,324,207,0
104.25.55.208,194,242,207,0
104.27.125.2,191,221,208,0
172.67.5.244,188,248,208,0
172.67.72.230,186,225,209,0
104.24.198.54,189,252,209,0
104.22.73.115,189,273,210,0
172.65.222.6,177,368,210,0
104.25.154.98,189,269,212,0
104.27.67.135,186,285,214,0
104.24.138.160,191,284,214,0
104.24.186.225,174,414,215,0
104.22.25.110,189,407,219,0
104.24.72.210,175,335,226,0
172.65.228.155,177,422,293,0
172.65.219.16,195,414,294,0
104.23.123.70,167,186,177,10
104.24.164.142,164,187,178,10
104.24.7.150,165,186,178,10
104.24.178.235,166,204,178,10
172.67.85.145,170,198,182,10
104.24.163.1,178,187,183,10
104.25.31.236,167,203,184,10
104.25.29.33,167,227,185,10
104.27.22.121,176,211,185,10
104.25.79.187,178,199,186,10
104.24.217.247,172,236,186,10
104.26.13.105,175,199,186,10
172.67.77.135,175,200,187,10
104.22.48.253,176,226,188,10
104.25.208.145,177,204,189,10
104.23.129.78,173,212,189,10
104.27.104.106,181,200,190,10
104.24.182.245,182,198,190,10
104.25.233.216,179,213,190,10
104.25.139.20,173,213,191,10
104.24.192.227,176,222,193,10
104.25.182.248,181,216,194,10
104.25.188.104,182,204,194,10
104.27.95.148,180,251,194,10
104.24.200.79,182,221,195,10
104.25.2.165,184,222,196,10
104.24.92.24,183,217,198,10
104.25.228.1,181,230,198,10
104.24.46.122,183,205,199,10
104.25.193.54,185,213,199,10
104.23.125.197,192,211,199,10
104.22.51.48,176,310,200,10
104.25.43.176,180,230,201,10
172.67.1.19,185,261,211,10
172.67.105.161,179,443,298,10
104.25.108.212,180,199,189,20
104.24.53.55,176,489,231,20
172.67.78.174,183,463,239,20
104.24.238.154,181,391,271,20
104.25.84.8,180,424,283,20
104.25.218.227,187,213,198,30
104.25.201.209,200,258,213,40
104.22.33.98,194,397,259,50
104.22.16.17,185,480,299,50
104.24.184.157,188,211,198,70
104.25.25.53,190,407,325,70
