IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
104.18.244.230,199,247,215,0
104.19.115.193,199,248,216,0
104.17.89.104,196,242,216,0
104.19.12.62,202,253,216,0
104.19.105.230,203,236,216,0
104.17.247.70,199,246,216,0
104.17.132.154,197,247,217,0
104.16.66.226,190,287,217,0
104.17.98.86,182,278,217,0
104.17.12.94,202,230,217,0
104.16.153.38,200,244,217,0
104.19.68.78,201,230,218,0
104.16.39.48,189,293,218,0
104.19.23.112,204,236,218,0
104.18.144.41,200,241,219,0
104.19.49.233,201,245,219,0
104.16.94.168,198,241,219,0
172.64.157.240,203,237,220,0
104.16.180.242,200,239,221,0
104.19.152.38,206,249,221,0
172.66.43.133,193,265,222,0
104.19.55.9,207,257,222,0
104.18.246.38,200,252,224,0
172.64.50.206,209,240,225,0
104.18.182.190,206,279,225,0
104.17.228.51,204,282,232,0
172.66.41.93,203,259,232,0
104.16.238.32,173,201,181,10
104.19.192.35,177,203,184,10
104.18.40.231,175,203,187,10
172.65.209.160,175,222,187,10
104.19.187.196,176,236,190,10
172.64.81.135,178,205,191,10
104.18.203.173,177,214,191,10
104.17.80.57,185,200,193,10
104.16.213.92,179,217,193,10
104.16.40.93,185,219,193,10
172.64.92.213,179,211,194,10
104.16.102.208,182,205,194,10
104.16.139.127,187,202,194,10
198.41.196.52,180,226,195,10
104.19.11.172,180,226,196,10
104.16.142.239,177,220,198,10
104.17.34.29,183,223,198,10
104.19.75.18,177,225,198,10
104.19.13.44,176,229,200,10
104.18.251.140,186,223,200,10
104.19.221.250,176,241,200,10
104.16.63.123,181,225,200,10
104.16.34.68,181,237,200,10
172.64.87.54,175,218,201,10
104.16.253.28,180,221,201,10
104.18.228.177,181,220,201,10
104.19.181.31,184,239,202,10
104.18.208.247,181,249,203,10
104.16.33.162,182,239,204,10
104.16.252.9,181,231,204,10
104.18.184.122,182,234,205,10
162.159.7.168,189,221,205,10
104.18.239.188,180,258,205,10
172.64.82.99,178,250,207,10
104.17.246.87,181,234,208,10
104.19.37.237,181,272,208,10
104.18.7.140,200,224,209,10
104.17.86.10,186,245,209,10
104.19.35.177,183,264,210,10
104.17.155.44,187,242,212,10
104.16.48.249,198,255,213,10
104.19.193.0,178,264,216,10
104.17.172.190,182,264,217,10
104.16.191.203,201,249,218,10
104.17.150.79,196,244,218,10
104.16.158.91,188,275,219,10
104.18.134.45,195,246,219,10
104.17.253.233,198,263,220,10
104.16.185.78,179,280,221,10
162.159.5.65,198,267,221,10
104.17.205.55,207,244,224,10
104.16.247.162,210,267,228,10
104.18.77.51,177,198,184,20
104.18.133.246,174,216,192,20
104.16.192.68,179,224,200,20
104.18.224.111,184,280,201,20
104.19.109.137,185,235,203,20
104.16.38.0,184,244,207,20
104.17.62.181,185,238,207,20
104.16.216.196,186,265,207,20
104.16.6.11,195,229,209,20
104.18.200.56,186,262,205,30
104.16.152.234,182,253,209,30
104.16.61.178,177,205,187,40
104.18.186.83,176,247,194,50
104.16.229.142,179,216,198,50
198.217.251.133,172,275,207,70
104.18.213.54,179,288,233,80
104.16.25.53,179,179,179,90
104.16.87.81,184,184,184,90
